Student,Advisor
"Wei Cheng","Xiang Zhang"
"Mohit Gupta","Srinivasa G. Narasimhan"
"Fei Yan","Josef Kittler"
"Gordon Sun","Zhaohui Zheng"
"Akrivi Vlachou","Yannis Kotidis"
"Yibiao Zhao","Song-Chun Zhu"
"Corrado Loglisci","Donato Malerba"
"Ian Endres","Ali Farhadi"
"Wei Jin","Rohini K. Srihari"
"Ahmed Eldawy","Mohamed F. Mokbel"
"Bugra Gedik","Kun-Lung Wu"
"Xenophon Papademetris","James S. Duncan"
"Matthew J. Streeter","H. Brendan McMahan"
"Mingsheng Long","Guiguang Ding"
"Nathaniel D. Daw","Aaron C. Courville"
"Ali Pinar","Tamara G. Kolda"
"William Hendrix","Nagiza F. Samatova"
"Monica Landoni","Martin Theobald"
"Bo-June Paul Hsu","Kuansan Wang"
"Fatma Özcan","Kevin S. Beyer"
"Jianhan Zhu","Jun Wang 0012"
"Fabio Fassetti","Fabrizio Angiulli"
"Mihajlo Grbovic","Vladan Radosavljevic"
"Yuichi Taguchi","Srikumar Ramalingam"
"Paul Wohlhart","Peter M. Roth"
"Derek Greene","Padraig Cunningham"
"Robinson Piramuthu","Neel Sundaresan"
"Anurag Bhardwaj","Neel Sundaresan"
"Zheng Wu","Margrit Betke"
"Lingqiao Liu","Lei Wang 0001"
"Yang-Sae Moon","Kyu-Young Whang"
"Xiao Han","Jerry L. Prince"
"Steven M. Beitzel","David A. Grossman"
"Eric C. Jensen","David A. Grossman"
"Arnaud Soulet","Bruno Crémilleux"
"Sivaraman Balakrishnan","Aarti Singh"
"Akshay Krishnamurthy","Aarti Singh"
"Juho Rousu","Tapio Elomaa"
"Peng Yang","Qingshan Liu"
"Mohammad Sadoghi","Hans-Arno Jacobsen"
"Luigi Pontieri","Gianluigi Greco"
"Jiang Chen","Dana Angluin"
"Lorenza Saitta","Attilio Giordana"
"Patrik O. Hoyer","Aapo Hyvärinen"
"Miguel Lázaro-Gredilla","Michalis K. Titsias"
"Hung-Yu Kao","Jan-Ming Ho"
"Bevan Koopman","Guido Zuccon"
"Benjamin Piwowarski","Georges Dupret"
"Henry Tan","Tharam S. Dillon"
"Fedja Hadzic","Tharam S. Dillon"
"Luigi Pontieri","Antonella Guzzo"
"Wayne Xin Zhao","Yulan He"
"Quanfu Fan","Sharath Pankanti"
"Lijun Wang","Ming Dong"
"Danushka Bollegala","Yutaka Matsuo"
"Syed Khairuzzaman Tanbeer","Young-Koo Lee"
"Henri Briand","Fabrice Guillet"
"Xenophon Papademetris","Albert J. Sinusas"
"U. Kang","Christos Faloutsos"
"Arthur Zimek","Hans-Peter Kriegel"
"Feng Chen","Chang-Tien Lu"
"Yong Ge","Hui Xiong"
"Zheng Zhao","Huan Liu"
"Aaron C. Courville","Yoshua Bengio"
"Jianke Zhu","Steven C. H. Hoi"
"Frédo Durand","William T. Freeman"
"András György","Csaba Szepesvári"
"Bolin Ding","Jiawei Han"
"Yangqing Jia","Trevor Darrell"
"Fabian M. Suchanek","Gerhard Weikum"
"Miroslav Dudík","Robert E. Schapire"
"Nicola Barbieri","Francesco Bonchi"
"Claudio Gentile","Nicolò Cesa-Bianchi"
"Sang Uk Lee","Kyoung Mu Lee"
"Shin Ando","Einoshin Suzuki"
"Marian Stewart Bartlett","Javier R. Movellan"
"Zhong Su","Shenghua Bao"
"Amr Ahmed","Alexander J. Smola"
"Jian-Tao Sun","Zheng Chen"
"Joris M. Mooij","Bernhard Schölkopf"
"Bin Cao","Qiang Yang 0001"
"Michael Bendersky","W. Bruce Croft"
"Mladen Kolar","Eric P. Xing"
"Abdullah Mueen","Eamonn J. Keogh"
"Varun Chandola","Vipin Kumar"
"Songcan Chen","Zhi-Hua Zhou"
"Min-Ling Zhang","Zhi-Hua Zhou"
"Tao Tao","ChengXiang Zhai"
"Laurence A. F. Park","Kotagiri Ramamohanarao"
"Jingen Liu","Mubarak Shah"
"Mustafa Bilgic","Lise Getoor"
"Gal Elidan","Daphne Koller"
"Ding Zhou","C. Lee Giles"
"Yong Jae Lee","Kristen Grauman"
"Lizhu Zhou","Jianyong Wang"
"Khashayar Rohanimanesh","Andrew McCallum"
"Senjian An","Svetha Venkatesh"
"Leong Hou U","Nikos Mamoulis"
"Wei Tang","Ling Liu"
"Larry A. Wasserman","John D. Lafferty"
"Chong Wang","David M. Blei"
"Yandong Liu","Eugene Agichtein"
"Abhay Harpale","Yiming Yang"
"Ning Chen","Jun Zhu"
"Zheng-Jun Zha","Tat-Seng Chua"
"Kang Li","Aidong Zhang"
"Kouzou Ohara","Takashi Washio"
"Akihiro Inokuchi","Takashi Washio"
"Ronan Collobert","Jason Weston"
"Zhen Zhang","Kevin Chen-Chuan Chang"
"Troy Raeder","Foster J. Provost"
"Jun-ichi Takeuchi","Kenji Yamanishi"
"Barzan Mozafari","Carlo Zaniolo"
"Hsun-Ping Hsieh","Shou-De Lin"
"Santu Rana","Dinh Q. Phung"
"Duc-Son Pham","Dinh Q. Phung"
"Budhaditya Saha","Dinh Q. Phung"
"Brian Gallagher","Tina Eliassi-Rad"
"Yi Mao","Yixin Chen"
"Gang Zeng","Jingdong Wang"
"João Carreira","Cristian Sminchisescu"
"Wenke Lee","Salvatore J. Stolfo"
"Zheng-Jun Zha","Meng Wang"
"Yuhong Xiong","Qing He"
"William K. Cheung","Jiming Liu"
"Ivan Laptev","Josef Sivic"
"Ronald Ortner","Peter Auer"
"Jinfeng Yi","Lijun Zhang 0005"
"Róbert Busa-Fekete","Balázs Kégl"
"Troy Raeder","Claudia Perlich"
"Rina Panigrahy","Sreenivas Gollapudi"
"Wangmeng Zuo","Lei Zhang 0006"
"Peter Wonka","Jie Wang"
"Wei Tang","Calton Pu"
"Benny Kimelfeld","Yehoshua Sagiv"
"Qiang Zhang","Baoxin Li"
"Fabio Pinelli","Mirco Nanni"
"Kamalika Das","Kanishka Bhaduri"
"Aya Soffer","Yoëlle S. Maarek"
"Ning Ruan","Yang Xiang"
"Christos Boutsidis","Petros Drineas"
"Dirk Van Gucht","Jan Paredaens"
"Martin Halvey","Robert Villa"
"Blaz Zupan","Ivan Bratko"
"Jessica Lin 0001","Eamonn J. Keogh"
"Weizhu Chen","Zheng Chen"
"Taneli Mielikäinen","Heikki Mannila"
"Bin Zhao","Changshui Zhang"
"Yin Yang","Dimitris Papadias"
"Sau Dan Lee","Ben Kao"
"Bharath K. Sriperumbudur","Kenji Fukumizu"
"Zhiyong Shen","Yi-Dong Shen"
"Paul D. Clough","Mark Sanderson"
"Andrei Z. Broder","Vanja Josifovski"
"Chuan Shi","Philip S. Yu"
"Ying Lu","Jiawei Han"
"Lester W. Mackey","Michael I. Jordan"
"Zheng Wang","Jieping Ye"
"Zhaosong Lu","Jieping Ye"
"Shan-Hung Wu","Ming-Syan Chen"
"Hong-Han Shuai","Ming-Syan Chen"
"Florian Steinke","Bernhard Schölkopf"
"Felix A. Wichmann","Bernhard Schölkopf"
"Guna Seetharaman","Wei Fan"
"Markus Weimer","Alexander J. Smola"
"Xun Zheng","Eric P. Xing"
"Gustavo E. A. P. A. Batista","Eamonn J. Keogh"
"Matthew J. Beal","Zoubin Ghahramani"
"Edward Snelson","Zoubin Ghahramani"
"Rong Xiao","Xiaoou Tang"
"Bolei Zhou","Xiaoou Tang"
"Arash Termehchy","Marianne Winslett"
"Volodymyr Mnih","Geoffrey E. Hinton"
"Huiqing Liu","Ke Wang"
"Masrour Zoghi","Maarten de Rijke"
"Daan Odijk","Maarten de Rijke"
"Brad Adelberg","Hector Garcia-Molina"
"Bo Gao","Jie Tang"
"Chengfei Liu","Jeffrey Xu Yu"
"Markus Ojala","Heikki Mannila"
"Hannes Heikinheimo","Heikki Mannila"
"Hsiang-Fu Yu","Inderjit S. Dhillon"
"Youngho Kim","Ryen W. White"
"Radu Timofte","Luc J. Van Gool"
"Jeffrey Chan","Kotagiri Ramamohanarao"
"Md. Rafiul Hassan","Kotagiri Ramamohanarao"
"M. Maruf Hossain","Kotagiri Ramamohanarao"
"Helmut Grabner","Horst Bischof"
"Stefan Hinterstoisser","Pascal Fua"
"Vinayak R. Borkar","Michael J. Carey"
"Arnab Nandi","H. V. Jagadish"
"Xu-Dong Zhang","Wei-Ying Ma"
"Rie Kubota Ando","Tong Zhang 0001"
"Rodolphe Jenatton","Francis R. Bach"
"Michalis Raptis","Stefano Soatto"
"Theodoros Rekatsinas","Lise Getoor"
"Stephen H. Bach","Lise Getoor"
"Lilyana Mihalkova","Lise Getoor"
"James R. Foulds","Lise Getoor"
"Ramani Duraiswami","Larry S. Davis"
"Craig Saunders","John Shawe-Taylor"
"Saurabh Gupta","Jitendra Malik"
"Keith Henderson","Hanghang Tong"
"Makoto Yamada","Masashi Sugiyama"
"Li Guan","Marc Pollefeys"
"Friedrich Fraundorfer","Marc Pollefeys"
"David Gallup","Marc Pollefeys"
"Pinghua Gong","Changshui Zhang"
"Jianwen Zhang","Changshui Zhang"
"Yingxia Shao","Lei Chen 0002"
"Zhenguo Li","Shih-Fu Chang"
"Yu-Gang Jiang","Shih-Fu Chang"
"Xavier Tannier","Mark Sanderson"
"Véronique Moriceau","Mark Sanderson"
"Qiuyue Wang","Mark Sanderson"
"Wei Feng","Jianyong Wang"
"Lili Jiang","Jianyong Wang"
"Prasad Deshpande","Jeffrey F. Naughton"
"David Buttler","Ling Liu"
"Sheng Chen","Arindam Banerjee"
"Y. Alp Aslandogan","Clement T. Yu"
"Zhiwei Zhang","Luo Si"
"Antoine Doucet","Jaap Kamps"
"Dietrich Wettschereck","Thomas G. Dietterich"
"Hyunjung Park","Jennifer Widom"
"Dallan Quass","Jennifer Widom"
"Eugene Kharitonov","Iadh Ounis"
"Azin Ashkan","Charles L. A. Clarke"
"Pusheng Zhang","Shashi Shekhar"
"Tianli Yu","Narendra Ahuja"
"Ning Xu","Narendra Ahuja"
"Dan Luo 0001","Longbing Cao"
"Idan Szpektor","Eugene Agichtein"
"Xiao Liu","Dacheng Tao"
"Bolei Zhou","Xiaogang Wang"
"Zicheng Liao","David A. Forsyth"
"Joshua Gluckman","Shree K. Nayar"
"Kevin Swersky","Richard S. Zemel"
"Yujia Li","Richard S. Zemel"
"Maksims Volkovs","Richard S. Zemel"
"Laurent Charlin","Richard S. Zemel"
"Eugene Kharitonov","Craig Macdonald"
"Shirui Pan","Chengqi Zhang"
"Defu Lian","Enhong Chen"
"Kuang-Chih Lee","Ming-Hsuan Yang"
"Smriti Bhagat","Laks V. S. Lakshmanan"
"Jan Puzicha","Joachim M. Buhmann"
"Stavros Papadopoulos","Dimitris Papadias"
"Congcong Li","Tsuhan Chen"
"Qi Qian","Shenghuo Zhu"
"Prasang Upadhyaya","Dan Suciu"
"Ankur P. Parikh","Le Song"
"Jie Yu","Jiebo Luo"
"Roberto Tron","René Vidal"
"Yin Lou","Rich Caruana"
"Daria Sorokina","Rich Caruana"
"Fuzhen Zhuang","Ping Luo"
"Fanhua Shang","Hong Cheng"
"Elizabeth S. Burnside","Jude W. Shavlik"
"Jing Feng","Christian Böhm"
"Marcel J. T. Reinders","Arjen P. de Vries"
"Hazem Elmeleegy","Ahmed K. Elmagarmid"
"Yingjie Tian","Yong Shi"
"Zhengxin Chen","Yong Shi"
"Robert C. Miller","Samuel Madden"
"Xiaoyang Wang","Qiang Ji"
"Denny","Peter Christen"
"Xuan Vinh Nguyen","James Bailey"
"Ryan Gomes","Andreas Krause"
"Hongrae Lee","Alon Y. Halevy"
"Pinar Donmez","Jaime G. Carbonell"
"Jonathan L. Elsas","Jaime G. Carbonell"
"Yuexian Hou","Peng Zhang"
"Chaohui Wang","Nikos Paragios"
"Keith Henderson","Lei Li"
"Ming Xiong","Krithi Ramamritham"
"Ju Fan","Guoliang Li"
"Jan Puzicha","Thomas Hofmann"
"Nan Ding","S. V. N. Vishwanathan"
"Thomas J. Walsh","Michael L. Littman"
"Alireza Fathi","James M. Rehg"
"Jingdan Zhang","Dorin Comaniciu"
"Zijun Yao","Yong Ge"
"Huazhong Ning","Yihong Gong"
"Jun Xu","Xueqi Cheng"
"Xinbo Gao","Qi Tian"
"Christian Walder","Olivier Chapelle"
"Guy Lever","Massimiliano Pontil"
"Md. Mostofa Ali Patwary","Alok N. Choudhary"
"Allen Y. Yang","Yi Ma"
"Stefan Hinterstoisser","Vincent Lepetit"
"Janardhan Rao Doppa","Prasad Tadepalli"
"Thierry Artières","Patrick Gallinari"
"Katerina Fragkiadaki","Jianbo Shi"
"Ryan A. Rossi","Jennifer Neville"
"Michael Hay","David Jensen"
"Andrew S. Fast","David Jensen"
"Fabian L. Wauthier","Nebojsa Jojic"
"Maxim Likhachev","Geoffrey J. Gordon"
"Xinbo Gao","Gang Hua"
"Xiang Ren","Chi Wang 0001"
"Keith Henderson","Leman Akoglu"
"Sandeep Tata","Jignesh M. Patel"
"Sunil Kumar Gupta","Dinh Q. Phung"
"Chaohui Wang","Dimitris Samaras"
"Lifang He","Xiangnan Kong"
"Leandro Balby Marinho","Lars Schmidt-Thieme"
"Vinay Jethava","Chiranjib Bhattacharyya"
"Devdatt P. Dubhashi","Chiranjib Bhattacharyya"
"Lifan Guo","Xiaohua Hu"
"Toby Walker","Ron Kohavi"
"Yoshitsugu Kakemoto","Ning Zhong"
"Katsuhiko Ishiguro","Naonori Ueda"
"Steven C. Hsu","Harpreet S. Sawhney"
"Sören Sonnenburg","Gunnar Rätsch"
"Nico Görnitz","Gunnar Rätsch"
"Gideon P. Stein","Amnon Shashua"
"Yang Liu 0008","Aijun An"
"Deli Zhao","Zhouchen Lin"
"Satya P. Mallick","Todd E. Zickler"
"Antoine Doucet","Shlomo Geva"
"Amihood Amir","Ronen Feldman"
"Xinggang Wang","Longin Jan Latecki"
"Ruggero G. Pensa","Jean-François Boulicaut"
"Paul Ruvolo","Javier R. Movellan"
"Peng Huang","Chun Chen"
"Yunmei Chen","Baba C. Vemuri"
"Junliang Xing","Weiming Hu"
"Minyoung Kim","Vladimir Pavlovic"
"Jeffrey Mark Siskind","Song Wang"
"Yu Xiang","Silvio Savarese"
"Luis Rademacher","Mikhail Belkin"
"Fanhua Shang","James Cheng"
"Yan Yan","Glenn Fung"
"Xiaoling Wang","Aoying Zhou"
"Mehrdad Mahdavi","Tianbao Yang"
"Prasan Roy","S. Sudarshan 0001"
"Steven C. Hsu","Rakesh Kumar 0001"
"Shady Shehata","Mohamed S. Kamel"
"Masoud Makrehchi","Mohamed S. Kamel"
"Peng Huang","Jiajun Bu"
"Xiao Bai 0002","Berkant Barla Cambazoglu"
"Antoine Doucet","Andrew Trotman"
"Defu Lian","Yong Rui"
"Jan Erik Solem","Fredrik Kahl"
"Mark A. Hall","Eibe Frank"
"Mohammad Gheshlaghi Azar","Alessandro Lazaric"
"Emma Brunskill","Alessandro Lazaric"
"Hiroyuki Nakahara","Shun-ichi Amari"
"Oliver Po","K. Selçuk Candan"
"Maria Luisa Sapino","K. Selçuk Candan"
"Guna Seetharaman","Jing Peng"
"Yan Yan","Jennifer G. Dy"
"Nikolas List","Hans-Ulrich Simon"
"Chun Zhang","Guy M. Lohman"
"Yang Liu 0008","Xiangji Huang"
"Vasu Parameswaran","Visvanathan Ramesh"
"Paul S. Bradley","Usama M. Fayyad"
"Ugur Çetintemel","Stanley B. Zdonik"
"Jingdan Zhang","Shaohua Kevin Zhou"
"Dmitry Pechyony","Ran El-Yaniv"
"Tao Zhao","Ramakant Nevatia"
"Xavier Tannier","Ralf Schenkel"
"Véronique Moriceau","Ralf Schenkel"
"Xi Zhang","Hanqing Lu"
"Xavier Tannier","Falk Scholer"
"Véronique Moriceau","Falk Scholer"
"Qiuyue Wang","Falk Scholer"
"Xing Mei","Bao-Gang Hu"
"Wouter Duivesteijn","Arno J. Knobbe"
"Jia-Ling Koh","Arbee L. P. Chen"
"Yimin Zhang 0001","Tao Wang"
"Zheng Lu","Michael S. Brown"
"Jorge-Arnulfo Quiané-Ruiz","Ihab F. Ilyas"
"Daan Odijk","Edgar Meij"
"Richard Socher","Christopher D. Manning"
"Ankur Agarwal","Bill Triggs"
"Muneaki Ohshima","Yiyu Yao"
"Alina Bialkowski","Yisong Yue"
"Thomas J. Fuchs","Volker Roth"
"Daniel Paurat","Thomas Gärtner"
"Houqiang Li","Tao Mei"
"Chenliang Li","Qi He"
"Denny","Graham J. Williams"
"Bingsheng Wang","Feng Chen"
"Hong-Han Shuai","De-Nian Yang"
"Adriana Prado","Céline Robardet"
"Kwang In Kim","Christian Theobalt"
"Wensheng Wu","Weiyi Meng"
"Sanjeev J. Koppal","Srinivasa G. Narasimhan"
"Jorge-Arnulfo Quiané-Ruiz","Mourad Ouzzani"
"Michinari Momma","Kristin P. Bennett"
"Lu Wang","Ke Yi"
"Jaesik Park","In-So Kweon"
"Carl-Christian Kanne","Guido Moerkotte"
"Yong Xu","Cornelia Fermüller"
"Yui Man Lui","Bruce A. Draper"
"Keith Henderson","Brian Gallagher"
"Yi Wang 0006","Yiping Ke"
"Jo-Anne Ting","Stefan Schaal"
"Daria Sorokina","Mirek Riedewald"
"Michael Hahsler","Margaret H. Dunham"
"Isabel Valera","Manuel Gomez-Rodriguez"
"Jörg H. Kappes","Fred A. Hamprecht"
"Yuexian Hou","Dawei Song"
"Raymond Y. K. Lau","Dawei Song"
"David Buttler","Calton Pu"
"Sang-Won Lee","Bongki Moon"
"Le Kang","Yi Li"
"Sriram Raghavan","Shivakumar Vaithyanathan"
"Shourya Roy","Shantanu Godbole"
"Jaana Kekäläinen","Kalervo Järvelin"
"Shahram Izadi","Jamie Shotton"
"Cem Keskin","Jamie Shotton"
"Mengling Feng","Guimei Liu"
"Zhouyu Fu","Antonio Robles-Kelly"
"Dan Luo 0001","Yanchang Zhao"
"Arun S. Maiya","Tanya Y. Berger-Wolf"
"Evrim Acar","Tamara G. Kolda"
"Yael Pritch","Shmuel Peleg"
"Chetan Arora 0001","Shmuel Peleg"
"Michal Perdoch","Ondrej Chum"
"Qiuyue Wang","Martin Theobald"
"Yongzhen Huang","Kaiqi Huang"
"Bernhard E. Boser","Isabelle Guyon"
"Xiuyao Song","Chris Jermaine"
"Borja Balle","Ariadna Quattoni"
"Vibhor Rastogi","Aditya G. Parameswaran"
"Ismail Sengör Altingövde","Özgür Ulusoy"
"Baoying Wang","William Perrizo"
"Nemanja Djuric","Vladan Radosavljevic"
"Christoph Freudenthaler","Steffen Rendle"
"Sheng Zhong","Rebecca N. Wright"
"Jianping Shi","Li Xu"
"Liyue Fan","Li Xiong"
"Chia-Chih Chen","J. K. Aggarwal"
"Matthias Weidlich","Avigdor Gal"
"Stefan A. Robila","Aparna S. Varde"
"Lifang He","Zhifeng Hao"
"Joseph Sill","Yaser S. Abu-Mostafa"
"Weilong Yang","Yang Wang 0003"
"Gordon Wetzstein","Wolfgang Heidrich"
"Shuai Ding","Torsten Suel"
"Sriram Raghavan","Rajasekar Krishnamurthy"
"Huaiyu Zhu","Rajasekar Krishnamurthy"
"Zhiting Hu","Ling Chen"
"Diego A. Socolinsky","Lawrence B. Wolff"
"Robert C. Miller","David R. Karger"
"Jan Erik Solem","Anders Heyden"
"Lionel Tarassenko","Alan F. Murray"
"Youngho Kim","Ahmed Hassan Awadallah"
"Ahmed El-Kishky","Xiang Ren"
"Hwann-Tzong Chen","Tyng-Luh Liu"
"Si-Chi Chin","Senjuti Basu Roy"
"Jefrey Lijffijt","Panagiotis Papapetrou"
"Andrew Cotter","Nati Srebro"
"Francesco Calabrese","Michele Berlingerio"
"Ling Wang","Licheng Jiao"
"Jefrey Lijffijt","Kai Puolamäki"
"Yalou Huang","Jie Liu"
"Pamela Forner","Henning Müller"
"Rodolphe Jenatton","Guillaume Obozinski"
"Jayant Kumar","David S. Doermann"
"Tianzhu Zhang","Changsheng Xu"
"Sriram Raghavan","Yunyao Li"
"Jung-Tae Lee","Young-In Song"
"Rui Zhao","Wanli Ouyang"
"Philippe Lenca","Stéphane Lallich"
"Alina Bialkowski","Sridha Sridharan"
"Takeshi Fukuda","Shinichi Morishita"
"Danilo Jimenez Rezende","Shakir Mohamed"
"Yoshitsugu Kakemoto","Setsuo Ohsuga"
"Chunnian Liu","Setsuo Ohsuga"
"Paolo Merialdo","Paolo Atzeni"
"Jorge-Arnulfo Quiané-Ruiz","Nan Tang 0001"
"Hannes Heikinheimo","Jouni K. Seppänen"
"Mete Celik","Jin Soung Yoo"
"Janez Demsar","Ivan Bratko"
"Marthinus Christoffel du Plessis","Gang Niu"
"Tianzhu Zhang","Bernard Ghanem"
"Adriana Prado","Élisa Fromont"
"Tianming Hu","Sam Yuan Sung"
"Ilaria Bartolini","Paolo Ciaccia"
"Nikolaos Papailiou","Panagiotis Karras"
"Shady Elbassuoni","Maya Ramanath"
"Timothy Griffin","Leonid Libkin"
"Nicola Onose","Jérôme Siméon"
"Danilo Jimenez Rezende","Daan Wierstra"
"Ron Kikinis","Carl-Fredrik Westin"
"Michela Farenzena","Andrea Fusiello"
"Christian Szegedy","Alexander Toshev"
"Deyu Meng","Zongben Xu"
"Borja Balle","Xavier Carreras"
"Kilho Shin","Tetsuji Kuboyama"
"Suhrid Balakrishnan","Sumit Chopra"
"Masrour Zoghi","Shimon Whiteson"
"Liang He","Qinmin Hu"
"Xavier Tannier","Josiane Mothe"
"Véronique Moriceau","Josiane Mothe"
"Qiuyue Wang","Josiane Mothe"
"Li Guan","Jean-Sébastien Franco"
"Sriram Raghavan","Frederick Reiss"
"Shan-Hung Wu","Chung-Min Chen"
"Jörg H. Kappes","Christoph Schnörr"
"Houqiang Li","Chong-Wah Ngo"
"Zijun Yao","Bin Liu"
"Mohammad Emtiyaz Khan","Benjamin M. Marlin"
"Bingsheng Wang","Arnold P. Boedihardjo"
"Martin Renqiang Min","Anthony J. Bonner"
"Mark S. Drew","Ze-Nian Li"
"Feng Xu","Yuan Yao"
"Elizabeth S. Burnside","Vítor Santos Costa"
"Ilia Nouretdinov","Volodya Vovk"
"Sai Kit Yeung","Tai-Pang Wu"
"Stefano Berretti","Pietro Pala"
"Qiuyue Wang","Monica Landoni"
"Jiangbo Lu","Minh N. Do"
"Xiongcai Cai","Michael Bain"
"Paul Compton","Michael Bain"
"Ashesh Mahidadia","Michael Bain"
"Alexander P. Topchy","Martin H. C. Law"
"Maybin K. Muyeba","John A. Keane"
"Chenliang Li","Jianshu Weng"
"Matthijs Douze","Herve Jegou"
"Baoying Wang","Dongmei Ren"
"Rizwan Chaudhry","Avinash Ravichandran"
"Leonid Pishchulin","Arjun Jain"
"Gui-Rong Xue","Qiang Yang 0001"
"Ning Liu","Shuicheng Yan"
"ErHeng Zhong","Wei Fan"
"Sihong Xie","Wei Fan"
"Katherine A. Heller","Zoubin Ghahramani"
"Michael C. Burl","Pietro Perona"
"David B. Dunson","Lawrence Carin"
"Ziyu Guan","Xifeng Yan"
"Jin Huang","Charles X. Ling"
"Tae-Kyun Kim","Roberto Cipolla"
"Slobodan Ilic","Nassir Navab"
"Yudong Chen","Huan Xu"
"Meichun Hsu","Umeshwar Dayal"
"Bai Wang","Bin Wu"
"Ravi Janardan","Qi Li"
"Kyu-Young Whang","Il-Yeol Song"
"Bo Long","Philip S. Yu"
"Walid G. Aref","Ahmed K. Elmagarmid"
"Xiaoxin Yin","Philip S. Yu"
"Hiroyuki Kitagawa","Christos Faloutsos"
"Stefan Harmeling","Bernhard Schölkopf"
"Yadong Mu","Shuicheng Yan"
"Liangliang Cao","Thomas S. Huang"
"Zhen Li","Thomas S. Huang"
"Gunhee Kim","Eric P. Xing"
"Stefan Berchtold","Hans-Peter Kriegel"
"Michael Harville","Trevor Darrell"
"Gaurav Pandey","Vipin Kumar"
"Yichuan Tang","Geoffrey E. Hinton"
"Panagiotis Papadimitriou 0002","Hector Garcia-Molina"
"David Newman","Padhraic Smyth"
"Raghu Meka","Inderjit S. Dhillon"
"Sailesh Krishnamurthy","Michael J. Franklin"
"Haran Boral","David J. DeWitt"
"Yanghai Tsin","Takeo Kanade"
"QianSheng Cheng","Wei-Ying Ma"
"Xiang Ji","Hongyuan Zha"
"Purnamrita Sarkar","Andrew W. Moore 0001"
"Justin A. Boyan","Andrew W. Moore 0001"
"Yunbo Cao","Hang Li"
"Yunbo Cao","Yong Yu"
"Takahira Yamaguchi","Shusaku Tsumoto"
"Miho Ohsaki","Shusaku Tsumoto"
"Zhuolin Jiang","Larry S. Davis"
"Michael Maire","Jitendra Malik"
"Benjamin Taskar","Daphne Koller"
"Yunhao Liu","Lei Chen 0002"
"Alexander L. Strehl","John Langford"
"Sumit Chopra","Yann LeCun"
"Soma Biswas","Rama Chellappa"
"Giridhar Kumaran","James Allan"
"Matthew D. Hoffman","David M. Blei"
"Flavio Chierichetti","Ravi Kumar"
"Guandong Xu","Longbing Cao"
"Theodoros Lappas","Evimaria Terzi"
"Wolfram Burgard","Sebastian Thrun"
"Deqing Sun","Michael J. Black"
"Alexandra Meliou","Dan Suciu"
"Jian Zhang 0003","Yiming Yang"
"Timothy K. Horiuchi","Christof Koch"
"Alexandre Termier","Takashi Washio"
"Gautam Kunapuli","Jude W. Shavlik"
"Vassilis Athitsos","Stan Sclaroff"
"Fang Wen","Jian Sun 0001"
"Wei Bi","James T. Kwok"
"Raghu Meka","Prateek Jain 0002"
"Henrik Nottelmann","Norbert Fuhr"
"Ben Glocker","Nassir Navab"
"Robby T. Tan","Katsushi Ikeuchi"
"Zhicheng Dou","Ji-Rong Wen"
"Roberto Trasarti","Fosca Giannotti"
"Özgür Simsek","Andrew G. Barto"
"Chao Shen","Lei Li"
"Yasemin Altun","Thomas Hofmann"
"Lubor Ladicky","Philip H. S. Torr"
"Jonathan Warrell","Philip H. S. Torr"
"Alexander L. Strehl","Michael L. Littman"
"Sung Ju Hwang","Fei Sha"
"Ying Zhu","Dorin Comaniciu"
"Yefeng Zheng","Dorin Comaniciu"
"Liang Zhang","Deepak Agarwal"
"David Scott Warren","David Maier"
"Zhengzhang Chen","Alok N. Choudhary"
"Anwitaman Datta","Aixin Sun"
"Bo Geng","Xian-Sheng Hua"
"Deqing Sun","Erik B. Sudderth"
"Pannagadatta K. Shivaswamy","Tony Jebara"
"Alexandre Termier","Michèle Sebag"
"Eytan Adar","Jaime Teevan"
"Hai Leong Chieu","Wee Sun Lee"
"Gediminas Adomavicius","Alexander Tuzhilin"
"Haim Avron","Vikas Sindhwani"
"Pierangela Samarati","Sushil Jajodia"
"Ekaterini Ioannou","Wolfgang Nejdl"
"Ya Xu","Ron Kohavi"
"Mark James Carman","Fabio Crestani"
"Mark Baillie","Fabio Crestani"
"Pavel P. Kuksa","Vladimir Pavlovic"
"Hoang Thanh Lam","Toon Calders"
"Rolf Wiehagen","Sanjay Jain"
"Hayko Riemenschneider","Luc Van Gool"
"Jesse Read","Albert Bifet"
"Qihang Lin","Xi Chen"
"Qiankun Zhao","Sourav S. Bhowmick"
"Yue Xu","Yuefeng Li"
"Songting Chen","K. Selçuk Candan"
"Igor Tatarinov","Zachary G. Ives"
"Qinmin Hu","Xiangji Huang"
"Yinghui Wu","Wenfei Fan"
"Peter Mika","Roi Blanco"
"Gaurav Pandey","Michael Steinbach"
"Si Si","Cho-Jui Hsieh"
"Muhammad Aamir Cheema","Wenjie Zhang"
"G. Jack Lipovski","Stanley Y. W. Su"
"Michail G. Lagoudakis","Ronald Parr"
"Leonard J. Seligman","Arnon Rosenthal"
"Bo Pang","Andrei Z. Broder"
"Suzan Verberne","Wessel Kraaij"
"Minh-Tri Pham","Tat-Jen Cham"
"Arnold P. Boedihardjo","Feng Chen"
"Makoto P. Kato","Katsumi Tanaka"
"Arthur M. Keller","Gio Wiederhold"
"Jesin Zakaria","Abdullah Mueen"
"Benjamin M. Marlin","Kevin P. Murphy"
"Grant Schindler","Frank Dellaert"
"Nizar Bouguila","Djemel Ziou"
